year_orig;filename;total_trees;acreage;marked_acres;volume;avg_bft;price_bft;total_cost;net;forest;total_sale_price;date_of_sale;fy;month;day;year;time;sale_number;sold_to;bid2;bid2_amount;bid3;bid3_amount;bid4;bid4_amount;bid5;bid5_amount;bid6;bid6_amount;bid7;bid7_amount;bid8;bid8_amount;bid9;bid9_amount;lat;lng
2006;data/2006/2006_Part126.csv;303;73;43;73,426;242;$218.10;$495.67;$15,518.33;MORGAN-MONROE STATE FOREST;$16,014.00;2005-08-17;2006;8;17;2005;2005-08-17;200605;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;;;;;;;;;;;;;;;;;39.3258;-86.4199
2006;data/2006/2006_Part106.csv;410;36;36;163,238;398;$462.52;$1,253.15;$74,247.85;SELMIER STATE FOREST;$75,501.00;2005-09-20;2006;9;20;2005;2005-09-20;NONE;Napoleon Hardwood, Inc.|P.O. Box 40 Hwy. 229|Napoleon, IN|47034;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$55,550.00;Hope Hardwoods, Inc.|1006 Seminary St.|Hope, IN|47246;$50,260.00;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$42,235.00;;;;;;;;;;;39.0366;-85.5992
2006;data/2006/2006_Part130.csv;883;89;89;273,668;310;$369.43;$1,972.41;$99,127.59;MORGAN-MONROE STATE FOREST;$101,100.00;2005-09-22;2006;9;22;2005;2005-09-22;200606;Green Farms LLC|PO Box 304|Mitchell, IN|47476;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$85,899.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$78,811.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$71,647.00;;;;;;;;;;;39.3258;-86.4199
2006;data/2006/2006_Part134.csv;416;74;64;81,584;196;$321.14;$915.08;$25,284.92;YELLOWWOOD STATE FOREST;$26,200.00;2005-09-22;2006;9;22;2005;2005-09-22;200607;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$14,821.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$12,601.00;;;;;;;;;;;;;39.1843;-86.3381
2006;data/2006/2006_Part138.csv;354;72;66;92,345;261;$344.92;$3,058.73;$28,793.27;YELLOWWOOD STATE FOREST;$31,852.00;2005-09-22;2006;9;22;2005;2005-09-22;200608;Wooley Lumber Co.|PO Box 6|Mooresville, IN|46158;Green Farms LLC DBA Wright Timber|11136 Golden Park Road|Williams, IN|4747047470;$30,660.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$28,549.00;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$26,915.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$25,601.00;;;;;;;;;39.1843;-86.3381
2006;data/2006/2006_Part4041.csv;568;220;61;130,300;229;$403.73;$4,010.83;$48,595.77;HARRISON-CRAWFORD STATE FOREST;$52,606.60;2005-09-22;2006;9;22;2005;2005-09-22;601;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Southern Indiana Hardwoods, Inc.|2739 S. St. Anthony Rd. W.|Huntingburg, IN|47542;$43,201.00;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$40,425.00;Ted Newlin|2051 NORTH SCHMIDT LANE|Marengo, IN 47140;$39,200.00;;;;;;;;;;;38.2107;-86.292
2006;data/2006/2006_Part45.csv;329;164;82;85,050;259;$58.79;$2,028.96;$2,971.04;HARRISON-CRAWFORD STATE FOREST;$5,000.00;2005-09-22;2006;9;22;2005;2005-09-22;603;Coffman Logging|2190 Lickford Bridge Rd. SW.|Corydon, IN|47112;;;;;;;;;;;;;;;;;38.2107;-86.292
2006;data/2006/2006_Part49.csv;162;249;21;27,842;172;$255.01;$1,862.61;$5,237.39;HARRISON-CRAWFORD STATE FOREST;$7,100.00;2005-09-22;2006;9;22;2005;2005-09-22;604;Richard Newton|9611 South County Rd. 425 E.|Marengo, IN| 47140;;;;;;;;;;;;;;;;;38.2107;-86.292
2006;data/2006/2006_Part1.csv;1,164;241;28;150,300;129;$14.64;$1,397.79;$802.22;CLARK STATE FOREST;$2,200.00;2005-10-18;2006;10;18;2005;2005-10-18;601;Darlage and Lambring Logging|4498 E County Road 100 S| Seymour, IN|47274;;;;;;;;;;;;;;;;;38.5545;-85.7668
2006;data/2006/2006_Part53.csv;188;188;60;55,700;296;$179.55;$1,759.37;$8,241.63;HARRISON-CRAWFORD STATE FOREST;$10,001.00;2005-10-27;2006;10;27;2005;2005-10-27;602;Chris Graham Logging;Cash Logging|20198 N. Rte. 66|Cannelton, IN| 47520;$4,100.00;Charles Tindall;$4,000.00;Coffman Logging|2190 Lickford Bridge Rd. SW.|Corydon, IN|47112;$3,500.00;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;$2,785.00;;;;;;;;;38.2107;-86.292
2006;data/2006/2006_Part90.csv;683;132;100;181,200;265;$286.98;$3,216.81;$48,783.20;OWEN-PUTNAM STATE FOREST;$52,000.00;2005-11-16;2006;11;16;2005;2005-11-16;6380601;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$47,333.00;;;;;;;;;;;;;;;39.4753;-86.8698
2006;data/2006/2006_Part94.csv;561;189;96;94,600;169;$120.51;$4,218.87;$7,181.13;OWEN-PUTNAM STATE FOREST;$11,400.00;2005-11-16;2006;11;16;2005;2005-11-16;6380602;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;;;;;;;;;;;;;;;;;39.4753;-86.8698
2006;data/2006/2006_Part5.csv;1,977;279;202;356,800;180;$250.10;$2,568.80;$86,666.20;CLARK STATE FOREST;$89,235.00;2005-12-20;2006;12;20;2005;2005-12-20;602;Darlage and Lambring Logging|4498 E County Road 100 S| Seymour, IN|47274;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$66,789.00;Worley Lumber Co.|5803 E Hurst Rd.|Pekin, IN|47165-7107;$55,304.00;;;;;;;;;;;;;38.5545;-85.7668
2006;data/2006/2006_Part9.csv;1,100;135;27;115,800;105;$134.33;$602.03;$14,952.97;CLARK STATE FOREST;$15,555.00;2005-12-20;2006;12;20;2005;2005-12-20;603;Darlage and Lambring Logging|4498 E County Road 100 S| Seymour, IN|47274;Kelly Bixler and Son Logging;$11,300.00;;;;;;;;;;;;;;;38.5545;-85.7668
2006;data/2006/2006_Part82.csv;1,744;181;167;387,578;222;$426.24;$6,520.11;$158,679.90;MARTIN STATE FOREST;$165,200.00;2006-01-19;2006;1;19;2006;2006-01-19;6360601;Tim Moffatt|5331 Windom Rd.|Shoals IN|47581;Werner Specialty Hardwoods, Inc.|584 N. Kluemper Rd.|Jasper, IN|47546-9598;$156,225.00;Andis Logging, Inc.|76 W CR 550 S.|Paoli, IN|47454;$150,273.30;Dale E. White|340 Noel Court|Bedford, IN|47421;$143,410.00;Odon Sawmill, Inc.|304 S. Gum St.|Odon, IN|47567;$143,405.00;Tall Trees Timber|3 Ailais Craig Road, Bedford, IN|47421;$141,151.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$137,000.00;Werner Specialty Hardwoods, Inc.|584 N. Kluemper Rd.|Jasper, IN|47546-9598;$132,136.55;;;38.7079;-86.7251
2006;data/2006/2006_Part142.csv;1,236;140;128;327,580;265;$251.00;$4,945.37;$77,276.63;MORGAN-MONROE STATE FOREST;$82,222.00;2006-02-16;2006;2;16;2006;2006-02-16;200609;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$73,601.00;;;;;;;;;;;;;;;39.3258;-86.4199
2006;data/2006/2006_Part146.csv;576;104;70;109,621;190;$182.45;$780.41;$19,219.59;MORGAN-MONROE STATE FOREST;$20,000.00;2006-02-16;2006;2;16;2006;2006-02-16;200610;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$15,380.00;Wilkerson Logging|4260 Hoover Rd.|Nashville, IN|47448;$8,769.68;;;;;;;;;;;;;39.3258;-86.4199
2006;data/2006/2006_Part150.csv;1,460;159;150;274,400;188;$161.57;$2,430.91;$41,904.10;YELLOWWOOD STATE FOREST;$44,335.00;2006-02-16;2006;2;16;2006;2006-02-16;611;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$42,222.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$33,780.00;;;;;;;;;;;;;39.1843;-86.3381
2006;data/2006/2006_Part154.csv;603;54;54;163,648;271;$278.37;$1,516.96;$44,038.04;MORGAN-MONROE STATE FOREST;$45,555.00;2006-02-16;2006;2;16;2006;2006-02-16;200612;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$41,411.00;;;;;;;;;;;;;;;39.3258;-86.4199
2006;data/2006/2006_Part158.csv;573;126;14;68,700;120;$116.45;$3,522.37;$4,477.64;MORGAN-MONROE STATE FOREST;$8,000.00;2006-02-16;2006;2;16;2006;2006-02-16;200613;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;;;;;;;;;;;;;;;;;39.3258;-86.4199
2006;data/2006/2006_Part17.csv;188;138;35;54,800;291;$435.53;$541.55;$23,325.45;FERDINAND-PIKE STATE FOREST;$23,867.00;2006-02-16;2006;2;16;2006;2006-02-16;602;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;Indiana Hardwoods|7988 Gardner Road|Chandler, IN|47610;$22,346.41;Campbell & Son Sawmill|428 W. Lincoln Hills Rd.|English, IN|47118;$21,500.00;David Morgan Logging|3999 N. SR 37|English, IN|47118;$20,150.00;;;;;;;;;;;38.2544;-86.8105
2006;data/2006/2006_Part21.csv;313;90;42;88,130;282;$510.61;$717.82;$44,282.18;FERDINAND-PIKE STATE FOREST;$45,000.00;2006-02-16;2006;2;16;2006;2006-02-16;603;Campbell & Son Sawmill|428 W. Lincoln Hills Rd.|English, IN|47118;Indiana Hardwoods|7988 Gardner Road|Chandler, IN|47610;$26,671.16;Billy Joe Like|5932 N. CR 275 E.|Petersburg, IN|47567;$25,162.00;;;;;;;;;;;;;38.2544;-86.8105
2006;data/2006/2006_Part102.csv;997;124;124;175,200;176;$179.22;$2,428.94;$28,971.06;OWEN-PUTNAM STATE FOREST;$31,400.00;2006-03-22;2006;3;22;2006;2006-03-22;6380604;Timberland Resources, Inc.|P. 0. Box 406 Montezuma, IN|47862;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$27,481.00;;;;;;;;;;;;;;;39.4753;-86.8698
2006;data/2006/2006_Part98.csv;645;66;66;187,500;291;$264.93;$2,025.25;$47,648.25;OWEN-PUTNAM STATE FOREST;$49,673.50;2006-03-22;2006;3;22;2006;2006-03-22;6380603;R. E. Casebeer & Sons|Box 135, W. Market St.|Spencer IN;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$42,594.00;Timberland Resources, Inc.|P. 0. Box 406 Montezuma, IN|47862;$41,100.00;;;;;;;;;;;;;39.4753;-86.8698
2006;data/2006/2006_Part33.csv;1,514;101;82;348,900;230;$171.97;$10,111.36;$49,888.64;GREENE-SULLIVAN STATE FOREST;$60,000.00;2006-03-30;2006;3;30;2006;2006-03-30;1;Odon Sawmill, Inc.|304 S. Gum St.|Odon, IN|47567;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$42,400.00;John Jones|5680 N Coon Hunter Road|Bruceville, IN|47516-6157;$30,540.00;;;;;;;;;;;;;38.9856;-87.2436
2006;data/2006/2006_Part25.csv;301;88;20;83,600;278;$430.62;$860.28;$35,139.72;FERDINAND-PIKE STATE FOREST;$36,000.00;2006-04-11;2006;4;11;2006;2006-04-11;604;Campbell & Son Sawmill|428 W. Lincoln Hills Rd.|English, IN|47118;Southern Indiana Hardwoods, Inc.|2739 S. St. Anthony Rd. W.|Huntingburg, IN|47542;$30,500.00;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;$26,730.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$25,628.00;Morgan Logging|3999 N. SR 37|English, IN 47118;$25,048.00;Indiana Hardwoods|7988 Gardner Road|Chandler, IN|47610;$23,315.00;;;;;;;38.2544;-86.8105
2006;data/2006/2006_Part29.csv;1,222;249;38;169,525;139;$50.73;$1,700.28;$6,899.72;FERDINAND-PIKE STATE FOREST;$8,600.00;2006-04-11;2006;4;11;2006;2006-04-11;605;Leibering and Sons, Inc.|P.O. Box 201|Lamar, IN|47550;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;$3,500.00;;;;;;;;;;;;;;;38.2544;-86.8105
2006;data/2006/2006_Part66.csv;970;107;100;213,600;220;$170.94;$3,390.36;$33,121.65;JACKSON-WASHINGTON STATE FOREST;$36,512.00;2006-04-11;2006;4;11;2006;2006-04-11;6350601;Wooley Lumber Co.|PO Box 6|Mooresville, IN|46158;;;;;;;;;;;;;;;;;38.845;-86.0509
2006;data/2006/2006_Part70.csv;1,225;113;100;213,300;174;$40.96;$3,822.53;$4,913.47;JACKSON-WASHINGTON STATE FOREST;$8,736.00;2006-04-11;2006;4;11;2006;2006-04-11;6350602;Brian Newby|3672 Marrs Rd|Salem, IN|47167;;;;;;;;;;;;;;;;;38.845;-86.0509
2006;data/2006/2006_Part74.csv;845;85;80;130,600;155;$61.26;$6,383.86;$1,616.14;JACKSON-WASHINGTON STATE FOREST;$8,000.00;2006-04-11;2006;4;11;2006;2006-04-11;6350603;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;;;;;;;;;;;;;;;;;38.845;-86.0509
2006;data/2006/2006_Part162.csv;1,341;102;99;330,907;247;$310.41;$9,076.27;$93,641.74;MORGAN-MONROE STATE FOREST;$102,718.00;2006-04-20;2006;4;20;2006;2006-04-20;200614;Reynolds Logging|8274 W.Co. Rd. 425 S.|Medora, IN|47260;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$78,000.00;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$71,557.57;;;;;;;;;;;;;39.3258;-86.4199
2006;data/2006/2006_Part166.csv;388;62;52;60,870;157;$197.14;$925.94;$11,074.06;YELLOWWOOD STATE FOREST;$12,000.00;2006-04-20;2006;4;20;2006;2006-04-20;200615;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$8,810.00;Reynolds Logging|8274 W.Co. Rd. 425 S.|Medora, IN|47260;$4,200.00;;;;;;;;;;;;;39.1843;-86.3381
2006;data/2006/2006_Part86.csv;941;121;75;190,160;202;$383.79;$3,911.80;$69,070.56;MARTIN STATE FOREST;$72,982.35;2006-04-20;2006;4;20;2006;2006-04-20;6360602;Indiana Hardwoods|7988 Gardner Road|Chandler, IN|47610;Tim Moffatt|5331 Windom Rd.|Shoals IN|47581;$66,000.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$63,387.00;Knepp's Logging, LLC|2946 N 900 E.|Loogootee, IN|47553;$55,210.00;;;;;;;;;;;38.7079;-86.7251
2006;data/2006/2006_Part37.csv;127;231;46;48,659;383;$0.00;$6,517.54;($6,517.54);GREENE-SULLIVAN STATE FOREST;$0.00;2006-04-24;2006;4;24;2006;2006-04-24;2;Donated to Park County Commissioners;;;;;;;;;;;;;;;;;38.9856;-87.2436
2006;data/2006/2006_Part170.csv;1,064;82;75;259,426;244;$232.14;$1,488.98;$58,733.02;MORGAN-MONROE STATE FOREST;$60,222.00;2006-05-18;2006;5;18;2006;2006-05-18;200616;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$48,484.84;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$46,557.13;;;;;;;;;;;;;39.3258;-86.4199
2006;data/2006/2006_Part174.csv;1,451;179;168;343,914;237;$253.41;$1,630.46;$85,519.55;YELLOWWOOD STATE FOREST;$87,150.00;2006-05-18;2006;5;18;2006;2006-05-18;200617;Green Farms LLC|PO Box 304|Mitchell, IN|47476;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$79,797.97;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$78,557.13;Kinser Timber Products, Inc.|8283 W. Hedrick Road|Gosport, IN.|47433;$70,100.00;;;;;;;;;;;39.1843;-86.3381
2006;data/2006/2006_Part78.csv;1,222;80;75;215,700;177;$150.00;$7,406.32;$24,948.68;JACKSON-WASHINGTON STATE FOREST;$32,355.00;2006-06-13;2006;6;13;2006;2006-06-13;6350604;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$28,949.00;Brian Newby|3672 Marrs Rd|Salem, IN|47167;$7,668.00;;;;;;;;;;;;;38.845;-86.0509
2006;data/2006/2006_Part57.csv;1,165;143;112;305,160;262;$410.00;$3,146.02;$121,970.48;HARRISON-CRAWFORD STATE FOREST;$125,116.50;2006-06-15;2006;6;15;2006;2006-06-15;605;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$96,678.00;Indiana Hardwoods|7988 Gardner Road|Chandler, IN|47610;$81,971.72;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$77,000.00;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$72,970.00;Campbell & Son Sawmill|428 W. Lincoln Hills Rd.|English, IN|47118;$66,000.00;Burks Logging and Timber Stand Improvement|2309 Lost Creek Road Northwest|Ramsey, IN|47166-8127;$63,271.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$61,248.00;;;38.2107;-86.292
2006;data/2006/2006_Part6162.csv;2,200;171;157;495,680;225;$314.92;$8,534.11;$147,565.89;HARRISON-CRAWFORD STATE FOREST;$156,100.00;2006-06-15;2006;6;15;2006;2006-06-15;606;Williams Bros Logging LLC|4230 Battletown Rd.|Brandenburg, KY|40108;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$127,000.00;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$102,110.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$94,679.00;Indiana Hardwoods|7988 Gardner Road|Chandler, IN|47610;$94,628.21;Benham Bros.Cattle|1925 S. Overhead Bridge Road|Taswell,IN|47175;$90,000.00;Burks Logging and Timber Stand Improvement|2309 Lost Creek Road Northwest|Ramsey, IN|47166-8127;$61,960.00;;;;;38.2107;-86.292
2007;data/2007/2007_Part139140.csv;2,801;191;187;635,040;227;$310.47;$4,405.77;$192,754.24;MORGAN-MONROE STATE FOREST;$197,160.00;2006-07-20;2007;7;20;2006;2006-07-20;200701;Midwest Logging & Veneer|50 Rose Street|Martinsville, IN|46151;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$168,831.00;Doug Wright Timber|4750 North State Road 135|Salem, IN|47167;$167,000.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$151,656.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$127,486.00;;;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part145.csv;668;133;103;183,256;274;$313.17;$1,773.48;$55,616.52;MORGAN-MONROE STATE FOREST;$57,390.00;2006-07-20;2007;7;20;2006;2006-07-20;200702;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$37,878.00;Doug Wright Timber|4750 North State Road 135|Salem, IN|47167;$50,420.00;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$54,000.00;;;;;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part149.csv;991;134;134;320,754;324;$437.40;$2,979.44;$137,318.56;MORGAN-MONROE STATE FOREST;$140,298.00;2006-07-20;2007;7;20;2006;2006-07-20;200703;Loggers, Inc.|P.O. Box 122 Clay City, IN|47841;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;$104,000.00;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$102,980.00;Green Farms LLC|PO Box 304|Mitchell, IN|47476;$97,900.00;Crone Lumber Co. Inc.|501 N. Park Ave.|Martinsville, IN|46151;$90,000.00;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$88,000.00;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part153.csv;552;90;88;109,700;199;$193.38;$1,290.37;$19,923.63;YELLOWWOOD STATE FOREST;$21,214.00;2006-07-20;2007;7;20;2006;2006-07-20;200704;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$21,200.00;;;;;;;;;;;;;;;39.1843;-86.3381
2007;data/2007/2007_Part157.csv;424;74;44;120,427;284;$223.49;$1,329.58;$25,584.42;MORGAN-MONROE STATE FOREST;$26,914.00;2006-07-20;2007;7;20;2006;2006-07-20;200705;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;Fleetwood Logging and Sawmill|730 Burke Shiloh Rd.|Spencer, IN|47460;$26,300.00;;;;;;;;;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part15.csv;380;101;30;83,900;221;$214.54;$649.91;$17,350.09;FERDINAND-PIKE STATE FOREST;$18,000.00;2006-08-17;2007;8;17;2006;2006-08-17;701;Rasche Brothers Logging|12242 E. Monte Casino Rd.|Ferdinand, IN|47532;;;;;;;;;;;;;;;;;38.2544;-86.8105
2007;data/2007/2007_Part1.csv;1,014;192;96;253,900;250;$341.08;$2,454.17;$84,145.84;CLARK STATE FOREST;$86,600.00;2006-08-22;2007;8;22;2006;2006-08-22;701;Worley Lumber Co.|5803 E Hurst Rd.|Pekin, IN|47165-7107;Etienne's Timber Harvest, INC.|25993 St. Croix Rd.|St Croix, IN|47576;$80,000.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$62,291.00;Stemwood;$43,724.00;;;;;;;;;;;38.5545;-85.7668
2007;data/2007/2007_Part75.csv;797;88;50;147,200;185;$170.68;$9,235.84;$15,888.16;JACKSON-WASHINGTON STATE FOREST;$25,124.00;2006-09-12;2007;9;12;2006;2006-09-12;635-07-01;L and L Logging LLC|2635 Little Hurricane Rd.|Martinsville, IN|46151;Bane Logging|1414 E US HWY 50|Brownstown, IN|47220;$22,227.20;Estel Patton Jr.|1759 Oley Rd.|Bloomfield, IN|47424;$14,500.00;;;;;;;;;;;;;38.845;-86.0509
2007;data/2007/2007_Part161.csv;1,061;321;326;177,039;167;$200.28;$4,059.17;$31,398.40;MORGAN-MONROE STATE FOREST;$35,457.57;2006-09-21;2007;9;21;2006;2006-09-21;200706;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$28,874.00;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$21,240.00;;;;;;;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part165.csv;1,406;128;122;373,500;266;$324.53;$7,276.78;$113,935.23;MORGAN-MONROE STATE FOREST;$121,212.00;2006-09-21;2007;9;21;2006;2006-09-21;200707;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$116,218.00;John M. Wooley Lumber Co. Inc.|200 East South Street Mooresville, IN|46158;$92,417.00;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$57,757.57;;;;;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part169.csv;336;85;73;106,629;317;$325.80;$34,740.00;$32,871.31;MORGAN-MONROE STATE FOREST;$34,740.00;2006-09-21;2007;9;21;2006;2006-09-21;200708;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;Land of Indiana, Inc.|157 The Woods|Bedford, IN|47421;$28,197.00;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;$27,257.00;;;;;;;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part173.csv;648;90;76;186,336;288;$256.08;$2,896.99;$44,820.01;MORGAN-MONROE STATE FOREST;$47,717.00;2006-09-21;2007;9;21;2006;2006-09-21;200709;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$18,600.00;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$44,719.00;;;;;;;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part177.csv;461;49;38;127,690;277;$272.59;$4,517.08;$30,289.92;MORGAN-MONROE STATE FOREST;$34,807.00;2006-09-21;2007;9;21;2006;2006-09-21;200710;Wooley Lumber Co.|PO Box 6|Mooresville, IN|46158;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$34,268.00;Foley Hardwoods, Inc.| PO Box 518|Bargersville, IN|46106;$31,750.00;;;;;;;;;;;;;39.3258;-86.4199
2007;data/2007/2007_Part181.csv;625;117;25;81,823;131;$70.37;$1,237.52;$4,520.05;YELLOWWOOD STATE FOREST;$5,757.57;2006-09-21;2007;9;21;2006;2006-09-21;200711;DBA Taggart Hill Sawmill|5505 Hoover Road|Nashville, IN|47448;;;;;;;;;;;;;;;;;39.1843;-86.3381
2007;data/2007/2007_Part19.csv;128;;3;27,048;211;$61.00;$459.38;$1,190.63;FERDINAND-PIKE STATE FOREST;$1,650.00;2006-09-22;2007;9;22;2006;2006-09-22;702;Campbell & Son Sawmill|428 W. Lincoln Hills Rd.|English, IN|47118;;;;;;;;;;;;;;;;;38.2544;-86.8105
2007;data/2007/2007_Part111.csv;553;52;52;110,600;200;$238.81;$1,254.03;$25,157.97;OWEN-PUTNAM STATE FOREST;$26,412.00;2006-10-18;2007;10;18;2006;2006-10-18;6380701;R. Booe and Sons Hardwood, Inc.|611 W 7th Street|Clay City, IN|47841;Mark Morin Logging|757 Walnut Street|PO Box 127|West Baden, IN|47469;$20,105.00;Timberland Resources, Inc.|P. 0. Box 406 Montezuma, IN|47862;$18,922.00;R. E. Casebeer & Sons|Box 135, W. Market St.|Spencer IN;$18,052.00;;;;;;;;;;;39.4753;-86.8698
